"forward_passes","foul_won_penalty","goal_assists","goals","ground_duels_won","hit_woodwork","open_play_passes","recoveries","successful_dribbles","total_passes","total_shots","total_touches_in_opposition_box"
0,0,0,0,0,0,0,0,0,0,0,0
153,0,3,8,85,1,481,104,16,489,23,47
123,0,0,1,47,0,343,64,4,360,13,28
310,1,0,1,39,0,652,127,5,689,11,24
250,0,1,0,64,0,812,126,17,825,11,31
3,0,0,0,3,0,16,3,1,16,2,3
182,0,3,5,58,0,605,53,21,629,34,51
29,0,1,11,13,0,213,17,4,233,31,65
107,1,2,1,50,1,430,62,9,440,16,89
317,0,1,0,102,0,667,135,17,672,15,26
26,0,0,6,23,1,154,17,3,167,28,41
0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,10,33,3,304,49,12,343,52,80
177,0,0,1,99,1,636,90,18,652,11,20
125,2,0,3,63,1,386,56,16,395,27,69
523,0,0,0,40,0,1499,137,3,1555,5,8
249,0,2,6,68,2,578,62,9,582,33,70
1,0,0,0,0,0,1,0,0,1,0,0
242,0,0,0,67,0,767,106,11,777,15,15
17,0,0,0,3,0,24,6,0,25,0,0
274,1,0,0,43,1,580,67,1,598,2,6
106,1,3,17,119,7,678,67,50,720,86,138
275,0,0,0,69,0,567,88,5,581,2,9
130,0,2,2,69,0,476,64,17,489,9,38
263,0,0,0,82,0,812,107,6,851,10,9
115,1,0,5,102,2,382,57,22,440,34,70
68,0,0,1,21,0,441,42,5,450,5,12
53,1,0,2,69,0,236,36,15,241,13,47
35,0,1,1,86,0,179,43,27,179,8,24
497,0,0,1,51,0,1006,150,5,1038,6,16
162,0,3,1,92,5,556,60,41,580,30,66
29,0,2,3,11,0,130,8,3,145,16,36
121,0,2,2,23,0,328,59,5,346,11,12
648,0,1,1,70,2,2085,155,1,2153,13,42
121,0,2,1,41,2,400,54,16,403,13,34
178,0,0,0,59,0,482,82,10,510,3,14
410,0,1,3,138,0,1221,159,25,1290,17,20
105,3,4,4,74,0,609,72,27,626,27,116
111,1,3,7,63,2,399,49,14,448,43,100
0,0,0,0,0,0,0,0,0,0,0,0
481,0,0,4,59,1,1559,135,6,1607,15,29
202,0,0,2,87,0,609,86,11,641,17,19
0,0,0,0,0,0,0,0,0,0,0,0
506,1,4,0,121,1,907,163,5,923,6,19
249,0,6,1,94,1,988,139,24,1035,24,64
23,0,0,0,3,1,46,8,0,47,1,2
11,0,0,0,8,0,44,11,2,44,3,7
115,0,3,1,51,0,321,45,14,338,10,5
122,0,1,4,93,1,462,107,33,474,27,77
12,0,1,0,10,0,46,4,3,46,1,1
0,0,0,0,0,0,0,0,0,0,0,0
378,0,0,0,3,0,323,185,0,629,0,0
455,1,0,0,75,0,1183,142,5,1247,14,26
356,0,3,5,32,1,859,114,5,947,18,8
98,0,1,2,45,0,277,78,9,279,14,30
93,0,3,3,96,2,439,57,67,440,23,126
18,0,0,0,3,0,46,6,0,47,0,0
69,0,0,3,65,0,325,54,13,342,34,63
146,2,3,7,76,2,627,105,12,633,49,100
58,0,0,1,20,0,151,23,3,152,3,6
51,0,0,1,21,0,132,36,3,136,5,4
517,0,2,1,188,1,1412,213,48,1464,25,58
1,0,0,0,1,0,3,1,0,3,0,0
63,0,0,0,22,0,319,18,2,325,3,13
267,0,1,0,34,0,619,52,14,629,7,23
500,0,9,3,136,0,1591,171,53,1650,33,41
83,1,2,8,51,3,365,47,13,384,36,88
487,0,2,1,38,0,1320,103,1,1368,6,15
47,0,1,2,12,1,231,25,3,238,4,8
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,22,6,0,22,0,0
0,0,0,0,0,0,0,0,0,0,0,0
694,0,0,2,178,0,2673,281,21,2769,10,24
160,0,4,15,82,5,653,90,37,733,77,166
524,0,7,5,92,1,1738,179,29,1788,40,75
0,0,0,0,0,0,0,0,0,0,0,0
264,0,1,2,69,1,535,90,3,561,14,15
922,0,0,0,11,0,504,315,3,1080,0,0
29,0,0,0,38,0,150,29,6,154,7,28
156,0,0,0,14,0,343,49,0,363,1,6
240,0,0,0,0,0,155,92,0,310,0,0
0,0,0,0,0,0,6,0,0,6,0,0
207,0,3,0,88,0,804,93,37,816,11,55
141,0,0,1,15,0,346,27,2,365,3,3
0,0,0,0,0,0,0,0,0,0,0,0
191,0,2,1,37,0,453,33,5,456,4,10
325,1,0,1,61,0,816,146,19,822,10,34
383,0,0,0,22,1,844,106,2,903,4,13
483,0,0,0,75,0,1332,119,8,1376,14,26
641,0,0,0,5,0,397,278,0,790,0,0
36,0,1,0,18,1,163,13,7,168,3,11
129,0,0,0,25,0,205,44,2,218,4,8
0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,1,118,1,433,101,40,443,35,70
155,0,3,3,73,0,489,90,30,496,21,41
79,0,2,2,33,1,256,31,8,260,27,51
439,0,0,0,2,0,695,256,0,947,0,0
225,0,1,0,75,0,472,109,11,478,2,13
0,0,0,0,0,0,0,0,0,0,0,0
279,0,1,2,68,2,775,82,6,787,12,26
0,0,0,0,0,0,0,0,0,0,0,0
167,0,5,4,78,1,654,71,33,679,20,47
165,0,1,0,44,1,485,107,4,501,13,9
0,0,0,0,0,0,4,0,0,5,0,0
214,0,0,0,60,0,575,105,4,577,4,12
0,0,0,0,0,0,0,0,0,0,0,0
610,0,3,1,81,0,2039,125,9,2150,35,24
105,0,1,0,31,0,226,52,8,234,0,3
171,0,1,0,52,1,468,99,20,509,8,8
101,0,1,1,37,1,294,36,12,304,11,22
25,0,0,0,0,0,49,8,0,49,1,2
208,0,0,0,31,0,486,75,3,531,5,13
205,0,0,0,50,0,730,76,14,770,15,21
30,0,0,0,0,0,25,10,0,51,0,0
120,0,0,0,14,0,325,46,3,337,6,10
0,0,0,0,1,0,1,1,0,1,0,0
453,0,0,0,0,0,408,288,0,746,0,0
454,1,0,0,85,1,1220,172,25,1254,10,24
672,0,1,0,100,0,1938,185,14,2015,3,13
172,0,0,0,69,0,489,97,14,499,11,14
0,0,0,0,0,0,0,1,0,0,0,0
162,0,0,1,40,0,408,68,3,432,3,7
154,0,3,5,31,2,440,42,9,450,37,88
211,0,1,0,31,0,622,69,2,635,6,11
0,0,0,0,0,0,0,0,0,0,0,0
270,0,0,0,30,0,774,124,4,796,6,18
176,1,2,3,101,0,556,128,14,564,32,68
199,4,10,17,215,0,1219,105,95,1230,62,260
26,0,0,0,17,0,104,7,5,106,0,7
15,0,0,0,5,0,50,6,0,50,1,2
299,0,0,1,31,0,625,71,4,644,10,13
599,0,5,0,113,0,1360,222,24,1439,17,28
594,0,2,3,34,0,1152,171,0,1236,13,20
387,0,0,0,14,0,858,96,1,890,5,13
409,0,3,2,125,0,1288,128,48,1312,21,45
100,0,4,8,44,1,494,64,6,530,24,53
23,0,0,1,9,0,82,16,1,83,5,18
185,0,0,0,58,0,418,79,5,429,7,10
40,0,0,3,23,0,113,14,2,121,5,21
49,0,0,0,12,0,127,21,1,127,1,1
280,0,1,1,93,0,842,128,19,857,13,24
213,0,6,6,160,3,981,159,88,1022,33,166
0,0,0,0,0,0,0,0,0,0,0,0
424,0,2,0,4,0,589,222,1,954,0,0
421,0,0,0,38,0,963,141,2,1013,4,13
106,0,4,6,91,0,508,83,25,512,24,107
0,0,0,0,0,0,0,0,0,0,0,0
41,1,1,5,24,1,167,28,4,182,34,59
166,0,1,0,27,0,406,37,6,409,4,10
96,0,0,1,75,0,332,50,36,340,4,41
213,0,2,1,52,0,476,81,8,493,5,13
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
101,0,1,2,57,0,302,59,14,314,12,22
338,0,2,3,79,1,913,164,9,964,13,26
451,1,3,5,137,2,1029,145,23,1047,19,79
647,0,0,0,3,0,714,266,0,1131,0,0
122,0,1,2,102,1,376,78,30,394,17,32
0,0,0,0,0,0,2,2,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0
261,0,4,7,89,4,819,187,22,825,56,156
0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,1,17,0,78,18,7,81,3,11
145,1,2,7,59,0,494,40,21,523,57,123
230,1,1,1,49,0,826,88,12,838,3,57
2,0,0,0,1,0,12,2,0,12,0,0
83,0,2,3,36,0,315,39,9,328,18,23
0,0,0,0,0,0,0,0,0,0,0,0
151,0,5,12,74,2,584,78,32,599,33,148
0,0,0,0,0,0,0,0,0,0,0,0
232,0,1,1,44,0,564,83,0,617,16,19
56,1,2,4,51,2,241,47,13,251,25,67
395,0,2,0,54,0,851,144,13,876,2,12
518,0,0,3,54,0,1112,175,2,1193,19,34
188,0,3,2,54,1,603,89,15,616,10,25
375,0,2,1,61,0,842,120,4,867,3,20
363,0,0,2,22,0,918,98,1,965,17,25
162,0,2,0,89,0,543,72,13,557,5,14
95,0,0,0,62,0,417,56,15,426,5,11
200,0,1,0,35,1,646,45,6,654,2,8
149,0,1,0,37,1,369,53,10,381,19,12
297,0,9,3,192,0,855,151,82,916,15,58
445,0,0,0,171,0,1277,218,16,1314,8,10
0,0,0,0,0,0,0,0,0,0,0,0
32,1,0,5,37,0,144,22,15,169,21,70
42,1,1,2,66,0,193,42,27,203,14,31
59,0,3,1,30,2,160,29,4,166,21,43
56,0,0,0,0,0,125,35,0,177,0,0
114,0,0,0,10,0,275,37,0,284,1,0
553,0,0,0,105,0,1071,179,9,1135,8,30
48,0,0,1,18,0,150,19,3,157,5,16
0,0,0,0,1,0,5,1,0,7,1,3
0,0,0,0,0,0,0,0,0,0,0,0
111,0,3,1,44,0,337,37,8,355,18,15
546,1,5,4,149,3,1476,207,28,1540,31,96
34,0,0,0,4,0,61,12,0,61,0,3
100,0,0,0,29,0,198,50,6,200,3,7
0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,30,0,287,32,6,296,1,5
574,0,0,2,83,1,1160,155,12,1190,12,32
163,0,3,6,96,1,669,164,25,679,61,93
0,0,0,0,0,0,0,0,0,0,0,0
394,0,1,0,153,0,1161,211,19,1215,9,6
0,0,0,0,0,0,0,0,0,0,0,0
535,1,0,1,125,0,1653,213,7,1717,17,26
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
157,0,1,3,130,1,747,124,55,787,32,88
0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,1,23,0,457,53,2,473,9,12
0,0,0,0,0,0,0,0,0,0,0,0
316,0,2,0,61,0,816,109,7,884,4,16
189,0,1,0,40,0,509,47,3,530,2,11
0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,20,0,316,43,3,330,2,11
2,0,0,0,1,0,21,6,0,21,0,1
154,0,1,2,125,0,566,88,31,577,10,53
645,1,4,0,123,1,2201,244,31,2328,23,26
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,4,0,16,3,0,16,2,1
152,0,0,0,2,0,205,104,0,320,0,0
0,0,0,0,0,0,0,0,0,0,0,0
764,0,2,1,97,1,1624,192,12,1707,23,43
183,0,0,0,31,1,450,73,4,472,4,7
24,0,0,7,18,0,98,17,7,120,21,44
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,0,2,0,0
599,1,3,3,117,0,1560,260,39,1602,20,76
342,0,1,1,50,0,722,124,6,750,7,25
1,0,0,0,1,0,2,0,0,2,1,0
458,1,0,2,58,0,1384,150,1,1429,7,30
597,0,0,0,5,0,288,260,0,761,0,0
0,0,0,0,0,0,0,0,0,0,0,0
76,0,3,6,30,0,261,33,11,269,33,62
255,0,1,1,47,0,534,95,6,543,1,6
833,0,0,0,7,0,523,353,2,1077,0,0
501,0,0,0,48,2,1196,154,7,1249,11,4
426,0,0,0,2,0,298,234,0,624,0,0
91,0,0,0,10,0,275,32,0,281,6,3
9,0,0,0,2,0,41,4,1,43,2,4
3,0,0,0,0,0,5,1,0,5,0,0
44,0,1,4,61,0,144,50,14,147,14,48
627,0,1,0,105,0,1808,336,15,1879,1,2
139,0,2,0,35,0,267,54,6,271,7,6
359,0,0,0,1,0,301,182,0,555,0,0
361,0,2,1,123,0,875,174,37,884,11,44
107,0,0,0,19,0,211,27,1,219,0,0
541,0,0,0,5,0,614,305,1,1113,0,0
66,0,2,2,42,0,179,48,14,181,16,33
489,0,5,1,67,0,1311,184,7,1401,17,12
0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,1,13,0,202,24,5,208,3,8
197,0,0,1,66,2,537,98,15,545,11,26
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
85,0,2,3,66,0,320,69,24,323,9,53
187,1,2,0,83,0,779,108,29,805,14,27
527,0,0,0,22,0,1389,83,0,1419,3,6
0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,4,20,0,154,16,2,176,19,29
550,1,5,1,226,0,1452,228,40,1475,17,82
0,0,0,0,0,0,0,0,0,0,0,0
135,0,3,5,49,2,437,65,23,457,26,62
0,0,0,0,0,0,0,0,0,0,0,0
83,1,2,1,72,0,291,42,25,296,10,48
0,0,0,0,0,0,0,0,0,0,0,0
44,0,2,2,17,1,96,22,4,97,7,20
380,0,0,0,2,0,228,160,0,534,0,0
110,0,0,0,1,0,56,44,0,129,0,0
195,0,4,3,51,1,573,95,6,592,18,34
777,1,0,3,63,2,2348,190,6,2414,22,71
27,0,0,0,22,0,115,21,3,124,7,19
117,0,2,3,96,0,531,113,22,543,13,41
241,0,1,0,114,1,1054,130,33,1104,19,5
20,0,0,0,0,0,66,3,0,67,0,0
0,0,0,0,0,0,0,0,0,0,0,0
124,0,1,4,58,3,512,68,9,519,40,116
312,0,0,1,91,1,753,90,16,764,13,32
0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,69,6,0,70,0,0
191,1,2,22,96,2,656,87,18,721,73,150
53,0,1,5,43,0,165,25,8,190,31,43
206,0,2,2,98,0,769,116,24,776,28,48
238,0,0,0,31,0,684,70,2,710,3,11
77,0,0,3,108,1,359,117,45,362,22,55
338,0,9,5,198,2,1079,231,79,1097,37,68
89,1,3,4,57,0,488,62,11,511,30,48
101,0,1,2,28,0,293,67,5,295,8,16
261,0,0,0,70,1,595,106,13,615,9,16
140,2,1,9,168,2,730,129,41,767,51,136
263,0,0,0,21,0,697,62,1,719,1,4
283,0,1,0,55,1,565,110,15,581,12,8
0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,4,0,6,1,2,6,0,1
199,0,0,0,33,0,538,56,0,552,9,14
292,0,0,1,72,0,665,111,14,680,7,9
120,0,0,0,24,0,262,33,5,263,3,13
279,0,1,1,34,0,655,87,2,672,9,11
337,0,3,0,84,0,677,131,8,682,14,23
0,0,0,0,0,0,0,0,0,0,0,0
265,0,0,0,52,2,670,78,5,687,14,21
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
242,0,0,1,24,0,546,63,2,564,6,17
171,1,4,7,155,1,483,143,34,484,64,167
245,0,0,1,64,0,799,116,11,821,8,16
0,0,0,0,0,0,0,0,0,0,0,0
524,0,0,1,27,0,1431,138,4,1491,6,14
260,0,0,0,2,0,199,108,0,387,0,0
317,0,3,1,75,0,646,101,19,651,8,21
24,0,0,1,19,0,72,9,7,76,6,19
0,0,0,0,5,0,7,5,2,7,2,9
461,0,2,1,79,0,1185,158,8,1225,7,15
53,3,2,23,62,3,308,55,7,368,85,161
159,0,0,0,28,2,332,42,2,339,8,11
228,0,5,11,72,2,661,114,33,679,49,84
55,0,0,0,0,0,42,28,0,75,0,0
201,0,1,1,46,0,567,77,8,589,19,5
228,0,0,1,60,0,831,113,12,856,6,12
647,0,0,0,9,0,564,252,0,992,0,0
62,0,1,2,33,0,254,38,13,264,29,58
2,0,0,0,0,0,7,2,0,7,1,0
417,0,5,0,164,1,1159,257,58,1177,24,45
0,0,0,0,0,0,0,0,0,0,0,0
181,0,3,2,71,2,575,71,17,598,21,36
606,0,0,0,93,0,1682,215,11,1770,14,20
7,0,0,0,4,0,19,0,3,19,1,8
66,0,1,0,36,2,279,25,12,289,3,17
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,1,14,0,96,24,2,97,8,12
198,0,0,0,1,0,152,88,0,312,0,0
586,0,0,1,62,0,1716,207,7,1756,10,31
127,0,5,5,128,2,488,71,49,521,45,121
8,0,0,0,0,0,6,7,0,12,0,0
200,0,1,0,1,0,161,85,0,291,0,0
494,0,0,0,5,0,396,203,0,772,0,0
281,0,1,7,70,2,1016,152,33,1030,47,72
0,0,0,0,0,0,0,0,0,0,0,0
62,0,0,0,5,0,146,16,0,152,1,1
0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,1,0,27,4,0,29,1,5
36,0,0,0,24,0,166,21,7,170,2,1
0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,2,21,0,110,12,8,120,18,38
18,0,2,0,16,0,63,10,10,64,2,15
0,0,0,0,0,0,0,0,0,0,0,0
50,0,1,0,29,1,158,31,8,163,13,38
0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,2,0,8,4,0,8,0,0
620,0,1,1,77,0,1760,219,12,1828,7,40
0,0,0,0,0,0,0,0,0,0,0,0
584,0,0,1,46,0,1399,200,8,1467,7,28
122,0,1,0,58,0,369,67,24,388,13,26
135,0,0,0,35,0,323,46,6,326,6,6
750,0,1,7,54,0,1717,169,7,1781,34,55
142,0,1,1,47,0,470,48,5,479,5,17
0,0,0,0,0,0,0,0,0,0,0,0
372,0,0,0,20,1,968,84,1,1012,7,12
7,0,0,0,11,0,18,8,3,18,2,8
659,0,1,0,70,1,1345,147,14,1389,5,9
7,0,0,0,6,0,13,2,0,13,0,0
0,0,0,0,0,0,0,0,0,0,0,0
225,0,0,0,32,0,709,96,6,744,16,11
0,0,0,0,0,0,0,0,0,0,0,0
96,0,2,2,41,1,326,58,18,334,32,75
0,0,0,0,0,0,1,0,0,1,0,1
362,0,0,0,94,0,937,117,3,990,5,9
615,0,0,0,2,0,257,205,0,677,0,0
1,0,0,0,1,0,4,1,0,4,0,0
0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,2,0,18,1,0,19,2,5
518,0,0,0,6,0,573,278,2,943,0,0
4,0,0,0,0,0,16,2,0,16,0,0
0,0,0,0,0,0,0,0,0,0,0,0
50,0,5,5,28,1,178,30,12,185,20,46
0,0,0,0,0,0,0,0,0,0,0,0
557,0,7,7,179,2,1629,259,63,1731,68,69
283,0,1,0,85,0,505,79,8,533,4,12
143,0,5,7,70,4,467,89,12,483,48,100
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
111,0,1,6,70,2,384,89,18,422,32,68
157,0,3,11,127,3,549,131,33,560,59,106
0,0,0,0,0,0,0,0,0,0,0,0
35,1,2,2,43,2,133,26,12,137,22,48
41,0,0,0,10,0,131,29,1,132,3,3
0,0,0,0,0,0,0,0,0,0,0,0
131,0,5,12,59,4,452,60,10,455,66,126
342,0,1,0,17,0,790,73,4,824,3,10
0,0,0,0,0,0,0,0,0,0,0,0
288,0,0,1,107,0,951,97,31,971,13,7
29,0,1,0,27,1,109,14,12,111,2,17
617,0,1,2,110,0,1999,238,9,2097,3,10
0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,13,0,40,5,4,41,7,17
241,0,0,0,43,0,647,58,5,669,4,7
43,1,1,0,21,0,171,28,5,172,4,18
511,0,1,1,98,0,1397,224,17,1456,8,5
0,0,0,0,0,0,2,0,0,2,0,0
74,1,0,1,56,0,261,66,12,264,16,26
0,0,0,0,0,0,0,0,0,0,0,0
312,0,1,0,22,0,655,68,3,675,7,17
0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,3,0,13,2,0,15,1,4
138,0,1,1,39,0,447,61,7,482,20,8
5,0,0,0,0,0,12,1,0,12,0,0
371,0,2,0,52,0,1120,134,4,1162,3,3
0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,26,0,343,46,0,347,0,1
142,0,2,2,63,0,482,59,25,495,13,36
45,0,1,2,18,0,209,24,5,210,16,55
605,0,0,0,2,0,712,384,0,1130,0,0
92,0,1,0,35,1,228,58,1,238,1,6
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,6,0,71,7,2,76,0,8
521,0,1,2,117,0,1135,120,19,1160,21,55
220,0,0,0,40,0,399,77,4,401,3,8
582,0,7,0,136,0,1384,226,27,1405,12,42
74,0,0,5,39,0,323,30,10,330,36,82
287,0,0,0,2,0,129,91,1,332,0,0
440,0,5,4,183,1,1192,142,76,1279,38,70
302,0,1,2,71,0,906,118,10,943,20,35
5,0,0,0,15,0,43,9,7,43,3,11
231,0,1,0,74,0,612,99,16,627,6,22
498,0,8,3,102,1,1345,168,33,1375,16,47
0,0,0,0,0,0,0,0,0,0,0,0
484,0,0,0,46,0,1349,118,4,1386,10,23
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,6,0,28,4,3,28,0,4
318,0,0,0,2,0,421,191,0,652,0,0
333,0,6,3,116,0,798,232,54,829,27,55
425,0,1,3,85,0,1210,190,16,1254,22,11
127,0,3,2,59,0,506,111,22,512,16,37
464,1,6,3,125,1,1189,206,27,1237,31,39
452,0,0,1,69,1,1096,143,12,1129,14,21
303,0,1,2,60,0,841,118,3,856,26,26
0,0,0,0,0,0,0,0,0,0,0,0
306,0,4,0,72,0,912,104,7,962,12,7
82,0,2,2,52,0,186,48,20,188,5,18
618,0,0,0,3,0,698,326,0,1047,0,0
3,0,0,0,5,0,17,5,2,17,0,0
21,0,0,0,0,0,19,18,0,36,0,0
279,0,1,7,70,1,806,132,21,819,32,80
374,0,0,1,104,0,809,128,28,818,4,17
179,0,5,6,157,2,734,95,68,735,35,124
207,1,1,13,95,1,664,100,32,669,79,158
194,0,0,1,53,0,422,78,8,445,9,2
361,0,0,3,48,0,707,97,8,735,10,19
0,0,0,0,0,0,0,0,0,0,0,0
206,0,1,0,69,0,611,83,10,631,7,33
0,0,0,0,0,0,0,0,0,0,0,0
111,0,1,8,62,0,401,56,8,445,34,80
0,0,0,0,0,0,0,0,0,0,0,0
62,0,5,3,147,1,418,68,79,432,28,70
4,0,1,0,5,1,21,5,2,21,1,2
5,0,0,0,6,0,22,7,5,23,3,7
10,0,1,0,14,0,45,6,4,45,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
153,0,4,1,38,2,361,65,16,392,8,8
22,0,0,1,6,0,90,11,2,96,7,7
3,0,0,0,2,0,15,3,1,15,1,2
189,0,1,0,32,0,421,55,6,429,2,8
81,0,2,0,63,0,172,40,4,178,6,13
88,0,0,1,71,0,391,55,23,394,7,14
0,0,0,0,0,0,0,0,0,0,0,0
666,0,0,4,68,1,1690,159,8,1749,19,34
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,4,1,0,4,1,0
345,0,3,2,82,0,808,187,16,832,24,44
20,0,0,0,4,0,58,6,1,58,1,1
227,0,5,0,37,0,502,105,3,521,9,6
39,0,0,2,30,2,119,28,8,120,17,29
0,0,0,0,0,0,0,0,0,0,0,0
551,0,5,2,102,1,1467,200,17,1531,10,41
53,0,0,0,28,0,155,25,5,155,9,27
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
148,0,1,0,25,1,396,48,5,402,3,7
5,0,0,0,5,0,21,5,1,21,0,1
2,0,0,0,2,0,8,2,0,8,3,4
57,1,1,7,59,2,246,35,8,255,37,88
213,0,0,1,43,0,483,100,12,487,13,19
195,0,0,0,2,0,121,87,0,295,0,0
12,0,0,0,5,0,38,6,1,40,1,0
193,0,0,0,16,0,449,45,1,463,1,3
141,0,1,0,45,1,507,63,24,509,9,31
157,0,0,0,66,0,409,63,17,418,5,17
159,0,0,2,84,0,446,44,36,455,6,19
165,0,0,0,1,0,122,67,0,232,0,0
7,0,0,0,1,0,15,1,1,16,0,0
356,2,4,6,100,1,1089,121,41,1149,35,107
15,1,0,0,10,0,45,3,1,48,4,12
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
370,0,4,14,140,1,1100,168,41,1132,49,98
595,0,2,1,31,0,1742,180,1,1798,22,60
265,0,4,0,129,0,1065,160,50,1074,2,34
70,0,1,0,46,0,230,51,16,232,7,31
0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,3,0,27,5,0,27,0,0
90,0,3,2,101,0,252,95,47,255,20,49
112,0,0,2,27,0,329,49,2,330,2,3
1,0,0,0,1,0,3,1,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0
790,0,1,3,145,1,1768,226,44,1844,37,67
356,0,2,2,35,1,886,82,7,947,11,14
80,0,0,2,44,0,314,52,6,319,15,27
573,0,3,2,127,0,1751,287,20,1857,20,13
193,0,1,0,80,0,690,118,22,708,8,34
31,0,0,0,12,0,75,8,1,77,1,4
96,0,0,1,23,0,288,46,4,314,5,10
0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,2,35,0,1041,88,4,1078,11,19
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,21,0,176,24,1,181,2,9
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
369,0,0,0,72,0,881,99,14,923,1,16
6,0,0,0,14,1,33,1,2,34,10,15
4,0,0,0,1,0,19,2,0,19,0,0
13,0,0,0,0,0,21,4,0,22,0,0
133,0,5,1,79,1,347,67,31,375,28,25
0,0,0,0,1,0,2,0,0,2,0,0
424,0,1,2,49,1,1010,138,9,1058,21,32
616,0,0,1,25,0,1870,114,0,1926,9,26
492,0,2,1,169,0,1129,227,22,1144,10,21
11,0,0,0,5,0,38,8,1,38,2,1
130,4,6,11,99,0,676,96,41,723,66,202
97,0,0,0,6,0,179,25,1,191,0,0
327,0,2,0,85,1,1035,155,11,1065,9,13
797,0,0,0,3,0,539,286,0,1087,0,0
362,0,1,0,54,0,930,116,4,961,11,21
143,0,2,4,104,2,395,81,34,411,26,90
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
62,0,1,0,38,0,289,49,12,296,6,22
101,0,0,0,18,0,282,54,7,283,3,11
63,0,1,1,22,0,163,30,4,167,3,8
390,0,3,4,109,2,1398,177,17,1434,21,35
69,0,1,1,47,1,202,29,12,225,19,50
339,0,0,0,53,0,652,98,3,672,6,11
0,0,0,0,0,0,0,0,0,0,0,0
72,0,1,3,39,0,241,54,9,249,16,36
18,0,2,1,6,0,73,13,2,78,9,13
53,0,0,0,8,0,129,10,0,137,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,16,0,71,17,1,72,1,2
673,2,6,14,206,6,2195,140,81,2308,77,111
110,0,4,3,48,1,277,49,22,298,15,23
25,0,0,0,8,0,59,11,3,60,3,6
46,0,0,0,6,0,107,12,1,110,2,3
